customer_id,first_name,last_name,email,phone,city,state,country,created_at
CUST-0023,David,Jackson,david.jackson56@example.com,(941) 604-9128,New York,NY,USA,2024-01-27
CUST-0024,Patricia,Wilson,patricia.wilson23@example.com,(562) 419-4066,Dallas,TX,USA,2023-10-14
CUST-0025,Mark,Lewis,mark.lewis20@example.com,(235) 828-5026,Boston,MA,USA,2023-10-30
CUST-0026,Donald,Wilson,donald.wilson71@example.com,(690) 262-2437,Dallas,TX,USA,2024-01-28
CUST-0027,William,Wilson,william.wilson26@example.com,(858) 738-5082,Boston,MA,USA,2025-04-01
CUST-0028,Paul,Sanchez,paul.sanchez3@example.com,(591) 930-6883,San Francisco,CA,USA,2024-07-11
CUST-0029,Barbara,Thomas,barbara.thomas45@example.com,(779) 714-6269,Fort Worth,TX,USA,2023-10-04
CUST-0030,David,Smith,david.smith41@example.com,(811) 424-1480,Oklahoma City,OK,USA,2023-10-15
CUST-0031,John,Sanchez,john.sanchez61@example.com,(742) 566-4813,Philadelphia,PA,USA,2023-04-13
CUST-0032,Joseph,Perez,joseph.perez31@example.com,(472) 746-1916,Oklahoma City,OK,USA,2025-08-28
CUST-0033,Joseph,Jackson,joseph.jackson50@example.com,(563) 377-3885,San Diego,CA,USA,2024-08-29
CUST-0034,Christopher,Sanchez,christopher.sanchez95@example.com,(914) 567-1462,Nashville,TN,USA,2024-12-18
CUST-0035,Daniel,Jackson,daniel.jackson73@example.com,(345) 776-4084,San Francisco,CA,USA,2024-07-09
CUST-0036,Charles,Garcia,charles.garcia63@example.com,(238) 292-1920,San Diego,CA,USA,2024-09-08
CUST-0037,Joseph,Smith,joseph.smith68@example.com,(689) 200-6435,Washington,DC,USA,2023-07-26
CUST-0038,Barbara,Jones,barbara.jones44@example.com,(934) 381-6301,Los Angeles,CA,USA,2023-01-23
CUST-0039,William,Jackson,william.jackson91@example.com,(345) 992-2817,Indianapolis,IN,USA,2025-05-31
CUST-0040,Daniel,Williams,daniel.williams48@example.com,(921) 878-7481,Denver,CO,USA,2023-04-14
CUST-0041,Christopher,Martinez,christopher.martinez42@example.com,(339) 361-8157,Boston,MA,USA,2025-09-10
CUST-0042,Donald,Lee,donald.lee41@example.com,(378) 924-6846,San Diego,CA,USA,2024-11-12
CUST-0043,Andrew,Clark,andrew.clark23@example.com,(587) 514-5825,Phoenix,AZ,USA,2023-07-01
CUST-0044,Linda,Smith,linda.smith90@example.com,(786) 600-1530,Philadelphia,PA,USA,2024-09-08
CUST-0045,Christopher,Sanchez,christopher.sanchez79@example.com,(426) 854-2705,San Francisco,CA,USA,2023-05-25
CUST-0046,Christopher,White,christopher.white10@example.com,(443) 555-6234,Philadelphia,PA,USA,2024-10-13
CUST-0047,Sarah,Williams,sarah.williams91@example.com,(886) 854-6500,Charlotte,NC,USA,2023-01-12
CUST-0048,Thomas,Miller,thomas.miller32@example.com,(909) 269-6742,Dallas,TX,USA,2025-03-16
CUST-0049,Michael,White,michael.white1@example.com,(249) 595-8179,Detroit,MI,USA,2024-03-05
CUST-0050,David,Lewis,david.lewis53@example.com,(704) 587-6754,Seattle,WA,USA,2024-01-20
CUST-0051,Michael,Clark,michael.clark62@example.com,(791) 866-4695,Philadelphia,PA,USA,2024-04-07
CUST-0052,Robert,Sanchez,robert.sanchez5@example.com,(501) 220-6221,Dallas,TX,USA,2025-09-01
CUST-0053,Michael,Williams,michael.williams44@example.com,(374) 584-3636,Detroit,MI,USA,2023-03-18
CUST-0054,Paul,Lewis,paul.lewis12@example.com,(546) 808-8909,Nashville,TN,USA,2023-02-01
CUST-0055,Anthony,Lee,anthony.lee22@example.com,(821) 644-3573,Los Angeles,CA,USA,2023-04-14
CUST-0056,Christopher,Miller,christopher.miller25@example.com,(619) 913-9849,Dallas,TX,USA,2024-11-07
CUST-0057,Charles,Martinez,charles.martinez31@example.com,(298) 250-7437,Denver,CO,USA,2024-07-16
CUST-0058,Susan,Thomas,susan.thomas20@example.com,(255) 569-1062,Columbus,OH,USA,2023-03-31
CUST-0059,Charles,Clark,charles.clark85@example.com,(840) 814-8869,San Antonio,TX,USA,2023-04-10
CUST-0060,James,Miller,james.miller22@example.com,(853) 498-2342,San Francisco,CA,USA,2025-05-14
CUST-0061,Michael,Martinez,michael.martinez51@example.com,(682) 700-5341,Chicago,IL,USA,2024-10-19
CUST-0062,Paul,Gonzalez,paul.gonzalez24@example.com,(579) 590-7052,Philadelphia,PA,USA,2024-04-01
CUST-0063,John,Rodriguez,john.rodriguez57@example.com,(676) 469-4706,Dallas,TX,USA,2024-07-31
CUST-0064,John,Jones,john.jones97@example.com,(913) 883-2584,Chicago,IL,USA,2024-11-15
CUST-0065,Daniel,Sanchez,daniel.sanchez70@example.com,(623) 974-4727,Seattle,WA,USA,2023-03-04
CUST-0066,Susan,Gonzalez,susan.gonzalez67@example.com,(628) 748-8779,Denver,CO,USA,2025-06-21
CUST-0067,Joseph,Thomas,joseph.thomas39@example.com,(280) 604-1568,Indianapolis,IN,USA,2024-08-07
CUST-0068,Sarah,Taylor,sarah.taylor74@example.com,(893) 835-3415,Houston,TX,USA,2025-08-30
CUST-0069,Elizabeth,Anderson,elizabeth.anderson23@example.com,(371) 416-4157,Phoenix,AZ,USA,2023-02-13
CUST-0070,Anthony,Williams,anthony.williams88@example.com,(645) 406-3422,Washington,DC,USA,2023-09-22
CUST-0071,Christopher,White,christopher.white9@example.com,(289) 597-7510,Seattle,WA,USA,2023-11-30
CUST-0072,Jessica,Rodriguez,jessica.rodriguez67@example.com,(669) 212-9561,Columbus,OH,USA,2023-04-26
CUST-0073,Anthony,Jones,anthony.jones19@example.com,(780) 802-2641,Houston,TX,USA,2024-07-30
CUST-0074,Elizabeth,Brown,elizabeth.brown37@example.com,(748) 552-7732,Dallas,TX,USA,2024-01-28
CUST-0075,Mary,Thomas,mary.thomas74@example.com,(823) 684-1613,Philadelphia,PA,USA,2023-10-10
CUST-0076,Matthew,Jones,matthew.jones80@example.com,(823) 897-7581,Los Angeles,CA,USA,2024-02-10
CUST-0077,Sarah,Lewis,sarah.lewis43@example.com,(907) 443-1807,Detroit,MI,USA,2024-05-01
CUST-0078,Karen,Rodriguez,karen.rodriguez48@example.com,(220) 545-5965,San Jose,CA,USA,2023-10-15
CUST-0079,Susan,Thomas,susan.thomas90@example.com,(901) 300-4734,Phoenix,AZ,USA,2023-11-04
CUST-0080,Linda,Anderson,linda.anderson42@example.com,(475) 946-7828,Washington,DC,USA,2024-10-23
CUST-0081,Robert,Miller,robert.miller57@example.com,(416) 616-8937,Oklahoma City,OK,USA,2024-06-12
CUST-0082,Jessica,Lopez,jessica.lopez8@example.com,(727) 362-2075,San Jose,CA,USA,2024-12-27
CUST-0083,Steven,Gonzalez,steven.gonzalez18@example.com,(999) 736-1474,Philadelphia,PA,USA,2023-07-17
CUST-0084,Sarah,Clark,sarah.clark26@example.com,(259) 455-1541,Charlotte,NC,USA,2023-02-21
CUST-0085,Karen,Lopez,karen.lopez91@example.com,(403) 480-7035,Charlotte,NC,USA,2024-06-01
CUST-0086,Matthew,Lee,matthew.lee16@example.com,(897) 231-4963,Jacksonville,FL,USA,2024-05-15
CUST-0087,Joshua,Anderson,joshua.anderson23@example.com,(685) 800-6730,Jacksonville,FL,USA,2023-06-17
CUST-0088,Susan,Lewis,susan.lewis34@example.com,(966) 905-2480,San Jose,CA,USA,2023-01-29
CUST-0089,Matthew,Johnson,matthew.johnson21@example.com,(785) 998-4511,San Diego,CA,USA,2024-10-24
CUST-0090,Joseph,Perez,joseph.perez27@example.com,(475) 867-7709,Indianapolis,IN,USA,2023-01-21
CUST-0091,Jessica,Harris,jessica.harris99@example.com,(898) 209-8767,Phoenix,AZ,USA,2024-10-24
CUST-0092,David,Martin,david.martin2@example.com,(429) 458-6004,Nashville,TN,USA,2025-09-17
CUST-0093,Jennifer,Lee,jennifer.lee36@example.com,(633) 585-6713,Charlotte,NC,USA,2023-09-16
CUST-0094,Richard,Anderson,richard.anderson39@example.com,(893) 733-7506,Denver,CO,USA,2023-04-15
CUST-0095,James,Taylor,james.taylor85@example.com,(583) 774-5631,San Jose,CA,USA,2024-12-01
CUST-0096,Michael,Thomas,michael.thomas9@example.com,(544) 483-6327,Dallas,TX,USA,2023-09-25
CUST-0097,Mary,Thompson,mary.thompson84@example.com,(505) 392-3456,Indianapolis,IN,USA,2025-02-22
CUST-0098,Joseph,Lewis,joseph.lewis8@example.com,(814) 613-6236,El Paso,TX,USA,2023-05-24
CUST-0099,Linda,Smith,linda.smith84@example.com,(709) 502-5250,Columbus,OH,USA,2024-02-19
CUST-0100,Matthew,White,matthew.white5@example.com,(797) 925-4111,Austin,TX,USA,2025-01-13
CUST-0101,Jennifer,Davis,jennifer.davis88@example.com,(747) 853-8794,El Paso,TX,USA,2024-01-03
CUST-0102,Steven,Martinez,steven.martinez22@example.com,(873) 771-3967,San Jose,CA,USA,2023-04-10
CUST-0103,Donald,Jones,donald.jones95@example.com,(464) 942-3999,El Paso,TX,USA,2025-07-10
CUST-0104,Christopher,Lee,christopher.lee12@example.com,(427) 563-4659,Detroit,MI,USA,2025-06-11
CUST-0105,Charles,Wilson,charles.wilson43@example.com,(580) 466-5817,Charlotte,NC,USA,2025-05-21
CUST-0106,Michael,Thomas,michael.thomas7@example.com,(849) 797-2166,San Francisco,CA,USA,2025-06-29
CUST-0107,Richard,Taylor,richard.taylor16@example.com,(897) 590-9680,San Jose,CA,USA,2024-02-28
CUST-0108,John,Ramirez,john.ramirez20@example.com,(340) 405-6614,Columbus,OH,USA,2025-10-07
CUST-0109,Andrew,Lewis,andrew.lewis59@example.com,(346) 523-3954,Oklahoma City,OK,USA,2023-03-24
CUST-0110,Donald,Hernandez,donald.hernandez81@example.com,(381) 520-1950,New York,NY,USA,2024-04-07
CUST-0111,Thomas,Miller,thomas.miller98@example.com,(992) 372-3595,San Francisco,CA,USA,2025-03-15
CUST-0112,Elizabeth,Harris,elizabeth.harris12@example.com,(332) 829-8105,Boston,MA,USA,2024-03-15
CUST-0113,Matthew,Wilson,matthew.wilson62@example.com,(592) 204-1618,Seattle,WA,USA,2023-07-24
CUST-0114,Linda,Lopez,linda.lopez2@example.com,(529) 975-9700,San Antonio,TX,USA,2023-01-19
CUST-0115,Patricia,Smith,patricia.smith81@example.com,(951) 454-4707,Nashville,TN,USA,2025-06-17
CUST-0116,Daniel,Martinez,daniel.martinez17@example.com,(305) 592-9246,Denver,CO,USA,2023-11-10
CUST-0117,David,Williams,david.williams6@example.com,(505) 497-8469,Detroit,MI,USA,2024-06-16
CUST-0118,Joshua,Taylor,joshua.taylor44@example.com,(644) 903-3192,Austin,TX,USA,2025-07-12
CUST-0119,Donald,Lopez,donald.lopez97@example.com,(392) 368-7609,New York,NY,USA,2023-08-22
CUST-0120,Joseph,White,joseph.white17@example.com,(416) 951-1359,Denver,CO,USA,2024-05-31
CUST-0121,David,Brown,david.brown47@example.com,(928) 866-1612,Fort Worth,TX,USA,2025-06-16
CUST-0122,Mary,Rodriguez,mary.rodriguez99@example.com,(747) 838-1796,Washington,DC,USA,2023-02-19
CUST-0123,Patricia,Brown,patricia.brown84@example.com,(220) 249-2897,Columbus,OH,USA,2024-03-30
CUST-0124,Matthew,Brown,matthew.brown71@example.com,(458) 685-3508,San Antonio,TX,USA,2024-12-12
CUST-0125,Patricia,Lee,patricia.lee2@example.com,(508) 630-2654,El Paso,TX,USA,2024-06-16
CUST-0126,Thomas,Martin,thomas.martin78@example.com,(917) 340-7862,Houston,TX,USA,2024-06-07
CUST-0127,Linda,Martin,linda.martin16@example.com,(489) 316-2741,San Francisco,CA,USA,2023-07-23
CUST-0128,Joshua,Miller,joshua.miller34@example.com,(735) 406-6864,Nashville,TN,USA,2024-02-24
CUST-0129,Charles,Garcia,charles.garcia6@example.com,(761) 708-4402,Nashville,TN,USA,2025-08-13
CUST-0130,Donald,Hernandez,donald.hernandez31@example.com,(202) 213-2458,Houston,TX,USA,2025-05-05
CUST-0131,Andrew,Perez,andrew.perez64@example.com,(352) 292-9383,Chicago,IL,USA,2025-01-10
CUST-0132,Linda,Brown,linda.brown33@example.com,(859) 436-8483,San Jose,CA,USA,2023-09-28
CUST-0133,Mark,Johnson,mark.johnson13@example.com,(378) 240-5760,Jacksonville,FL,USA,2025-03-31
CUST-0134,Patricia,Hernandez,patricia.hernandez55@example.com,(956) 318-2556,Oklahoma City,OK,USA,2025-06-30
CUST-0135,John,Smith,john.smith18@example.com,(879) 862-3793,Austin,TX,USA,2024-01-02
CUST-0136,Sarah,Anderson,sarah.anderson80@example.com,(474) 950-2522,Jacksonville,FL,USA,2025-04-14
CUST-0137,Christopher,Garcia,christopher.garcia15@example.com,(610) 609-8479,Dallas,TX,USA,2025-05-05
CUST-0138,Matthew,Thompson,matthew.thompson62@example.com,(631) 864-3732,Houston,TX,USA,2023-05-16
CUST-0139,Jennifer,White,jennifer.white8@example.com,(363) 306-7816,Denver,CO,USA,2024-05-09
CUST-0140,Barbara,Jackson,barbara.jackson87@example.com,(648) 385-7221,Oklahoma City,OK,USA,2024-01-03
CUST-0141,Joshua,Smith,joshua.smith88@example.com,(944) 333-8914,San Francisco,CA,USA,2023-04-26
CUST-0142,Sarah,Wilson,sarah.wilson57@example.com,(247) 264-5286,Boston,MA,USA,2023-11-18
CUST-0143,James,Thompson,james.thompson87@example.com,(737) 985-4669,El Paso,TX,USA,2025-06-13
CUST-0144,Christopher,Taylor,christopher.taylor67@example.com,(904) 917-2560,Columbus,OH,USA,2024-11-08
CUST-0145,Linda,Davis,linda.davis62@example.com,(554) 879-7305,Phoenix,AZ,USA,2025-05-09
CUST-0146,Susan,Moore,susan.moore79@example.com,(255) 211-3571,Indianapolis,IN,USA,2025-05-19
CUST-0147,Donald,Ramirez,donald.ramirez64@example.com,(369) 276-9055,Austin,TX,USA,2023-09-04
CUST-0148,Christopher,Rodriguez,christopher.rodriguez7@example.com,(719) 428-7203,Fort Worth,TX,USA,2025-04-16
CUST-0149,Joseph,Williams,joseph.williams59@example.com,(654) 786-8341,Chicago,IL,USA,2025-05-27
CUST-0150,Donald,Anderson,donald.anderson41@example.com,(321) 709-1291,Houston,TX,USA,2024-02-18
CUST-0151,Anthony,Johnson,anthony.johnson72@example.com,(762) 200-2489,Washington,DC,USA,2025-09-13
CUST-0152,Joshua,Lee,joshua.lee39@example.com,(720) 775-4389,Boston,MA,USA,2024-11-18
CUST-0153,Mark,Hernandez,mark.hernandez47@example.com,(255) 428-8445,Austin,TX,USA,2024-07-27
CUST-0154,Elizabeth,Martin,elizabeth.martin77@example.com,(684) 933-6952,Nashville,TN,USA,2024-04-08
CUST-0155,Michael,Brown,michael.brown98@example.com,(874) 427-1035,Austin,TX,USA,2023-12-30
CUST-0156,Susan,Lee,susan.lee38@example.com,(760) 734-7125,Nashville,TN,USA,2023-04-19
CUST-0157,John,Lewis,john.lewis22@example.com,(704) 343-7704,Houston,TX,USA,2023-09-18
CUST-0158,Joshua,Miller,joshua.miller25@example.com,(323) 602-4532,Charlotte,NC,USA,2025-04-24
CUST-0159,Barbara,Miller,barbara.miller92@example.com,(546) 310-7790,Los Angeles,CA,USA,2025-08-06
CUST-0160,Mary,Clark,mary.clark87@example.com,(802) 326-8381,Charlotte,NC,USA,2024-11-05
CUST-0161,Andrew,Taylor,andrew.taylor18@example.com,(710) 204-9689,Detroit,MI,USA,2023-02-19
CUST-0162,Paul,Wilson,paul.wilson75@example.com,(694) 720-3903,Nashville,TN,USA,2024-08-15
CUST-0163,David,White,david.white17@example.com,(306) 596-6273,Indianapolis,IN,USA,2025-06-21
CUST-0164,Matthew,Wilson,matthew.wilson78@example.com,(909) 980-5067,Dallas,TX,USA,2024-02-12
CUST-0165,Christopher,Martinez,christopher.martinez58@example.com,(336) 341-7762,Washington,DC,USA,2024-12-17
CUST-0166,Sarah,White,sarah.white66@example.com,(506) 918-9975,Austin,TX,USA,2024-12-29
CUST-0167,Linda,Moore,linda.moore81@example.com,(422) 405-4435,Washington,DC,USA,2025-01-01
CUST-0168,Charles,Perez,charles.perez45@example.com,(888) 335-3913,Indianapolis,IN,USA,2024-07-09
CUST-0169,Jennifer,Lee,jennifer.lee42@example.com,(927) 318-6771,Seattle,WA,USA,2024-05-06
CUST-0170,Andrew,Jackson,andrew.jackson86@example.com,(927) 627-9747,San Jose,CA,USA,2025-06-17
CUST-0171,Jessica,Wilson,jessica.wilson2@example.com,(735) 309-1414,Fort Worth,TX,USA,2023-05-29
CUST-0172,John,Perez,john.perez8@example.com,(404) 473-3636,San Jose,CA,USA,2024-11-30
CUST-0173,Thomas,Jones,thomas.jones8@example.com,(907) 502-4342,Oklahoma City,OK,USA,2024-07-08
CUST-0174,John,Lopez,john.lopez58@example.com,(304) 830-4675,Detroit,MI,USA,2024-10-24
CUST-0175,Paul,Gonzalez,paul.gonzalez31@example.com,(723) 912-5712,Nashville,TN,USA,2024-11-11
CUST-0176,John,Gonzalez,john.gonzalez50@example.com,(626) 901-6122,Seattle,WA,USA,2023-02-25
CUST-0177,James,White,james.white33@example.com,(407) 835-8259,San Diego,CA,USA,2025-07-22
CUST-0178,Mary,Thompson,mary.thompson91@example.com,(863) 576-9955,Detroit,MI,USA,2024-09-09
CUST-0179,Richard,Harris,richard.harris93@example.com,(398) 501-8353,Philadelphia,PA,USA,2025-10-04
CUST-0180,Patricia,Williams,patricia.williams24@example.com,(377) 952-9418,Houston,TX,USA,2024-01-22
CUST-0181,John,Wilson,john.wilson36@example.com,(769) 470-3131,Philadelphia,PA,USA,2024-08-21
CUST-0182,Jessica,Rodriguez,jessica.rodriguez1@example.com,(538) 677-3536,Los Angeles,CA,USA,2023-06-07
CUST-0183,Karen,Hernandez,karen.hernandez77@example.com,(252) 992-5934,San Francisco,CA,USA,2025-03-19
CUST-0184,Andrew,Moore,andrew.moore46@example.com,(274) 924-6207,Indianapolis,IN,USA,2023-08-14
CUST-0185,David,Taylor,david.taylor9@example.com,(717) 363-7814,Seattle,WA,USA,2024-07-03
CUST-0186,Matthew,Williams,matthew.williams45@example.com,(426) 418-6437,Austin,TX,USA,2024-01-05
CUST-0187,Charles,Miller,charles.miller97@example.com,(833) 743-8780,Seattle,WA,USA,2025-04-23
CUST-0188,Elizabeth,Lee,elizabeth.lee2@example.com,(317) 884-6668,Charlotte,NC,USA,2023-09-04
CUST-0189,Sarah,Lee,sarah.lee79@example.com,(836) 449-1653,El Paso,TX,USA,2025-06-25
CUST-0190,Christopher,Gonzalez,christopher.gonzalez15@example.com,(595) 462-9851,Detroit,MI,USA,2023-10-17
CUST-0191,James,Taylor,james.taylor99@example.com,(583) 726-9335,Charlotte,NC,USA,2024-05-13
CUST-0192,John,Martinez,john.martinez84@example.com,(397) 528-9419,Chicago,IL,USA,2025-08-28
CUST-0193,Michael,Garcia,michael.garcia99@example.com,(750) 746-1120,Boston,MA,USA,2023-03-09
CUST-0194,Richard,Perez,richard.perez81@example.com,(992) 418-7950,Houston,TX,USA,2023-07-30
CUST-0195,Paul,Clark,paul.clark90@example.com,(959) 993-8130,Boston,MA,USA,2025-04-16
CUST-0196,Robert,White,robert.white88@example.com,(357) 224-8523,Nashville,TN,USA,2023-12-06
CUST-0197,John,Williams,john.williams10@example.com,(255) 382-5127,Seattle,WA,USA,2023-03-14
CUST-0198,Andrew,Clark,andrew.clark30@example.com,(464) 617-7357,Charlotte,NC,USA,2024-10-07
CUST-0199,Matthew,Wilson,matthew.wilson41@example.com,(217) 598-2938,Seattle,WA,USA,2023-01-07
CUST-0200,Mary,White,mary.white80@example.com,(264) 974-1745,Nashville,TN,USA,2025-05-18
CUST-0201,Robert,Lopez,robert.lopez65@example.com,(308) 496-5937,Washington,DC,USA,2023-03-30
CUST-0202,Charles,Harris,charles.harris57@example.com,(590) 604-1504,San Francisco,CA,USA,2023-06-10
CUST-0203,Paul,Davis,paul.davis18@example.com,(964) 600-9941,San Jose,CA,USA,2025-09-10
CUST-0204,Mary,Jones,mary.jones39@example.com,(893) 946-7113,New York,NY,USA,2024-07-20
CUST-0205,Jessica,Moore,jessica.moore19@example.com,(326) 242-1082,Denver,CO,USA,2024-09-02
CUST-0206,Matthew,Moore,matthew.moore71@example.com,(287) 512-4441,Detroit,MI,USA,2025-01-29
CUST-0207,Sarah,White,sarah.white45@example.com,(416) 622-9397,Phoenix,AZ,USA,2023-06-14
CUST-0208,David,Davis,david.davis79@example.com,(458) 398-2877,Philadelphia,PA,USA,2024-11-18
CUST-0209,Barbara,Jackson,barbara.jackson7@example.com,(969) 762-8557,Boston,MA,USA,2024-07-16
CUST-0210,Robert,Martinez,robert.martinez86@example.com,(268) 456-2608,San Antonio,TX,USA,2025-01-13
CUST-0211,Andrew,Thomas,andrew.thomas43@example.com,(565) 331-4842,Houston,TX,USA,2023-10-19
CUST-0212,Joshua,Williams,joshua.williams25@example.com,(525) 697-8383,Austin,TX,USA,2024-09-23
CUST-0213,Patricia,Martinez,patricia.martinez89@example.com,(798) 356-6971,Austin,TX,USA,2025-09-08
CUST-0214,Anthony,Garcia,anthony.garcia1@example.com,(520) 452-4629,Nashville,TN,USA,2025-01-27
CUST-0215,Mary,Wilson,mary.wilson36@example.com,(568) 337-6432,San Francisco,CA,USA,2024-04-18
CUST-0216,Mark,Lopez,mark.lopez40@example.com,(698) 764-2783,Philadelphia,PA,USA,2024-10-23
CUST-0217,Joshua,Williams,joshua.williams36@example.com,(343) 751-4218,Dallas,TX,USA,2025-01-21
CUST-0218,Sarah,Lee,sarah.lee10@example.com,(944) 277-1305,Indianapolis,IN,USA,2024-10-08
CUST-0219,James,Clark,james.clark75@example.com,(792) 614-4485,Los Angeles,CA,USA,2024-07-18
CUST-0220,Thomas,Moore,thomas.moore70@example.com,(683) 869-3435,Jacksonville,FL,USA,2024-02-06
CUST-0221,Joseph,Lewis,joseph.lewis99@example.com,(803) 950-5767,Phoenix,AZ,USA,2024-04-20
CUST-0222,Steven,Taylor,steven.taylor12@example.com,(606) 572-9227,New York,NY,USA,2024-11-09
CUST-0223,Joseph,Ramirez,joseph.ramirez79@example.com,(900) 369-9423,Phoenix,AZ,USA,2024-04-01
CUST-0224,David,Garcia,david.garcia73@example.com,(779) 875-3395,Detroit,MI,USA,2025-01-19
CUST-0225,Donald,Lopez,donald.lopez6@example.com,(424) 979-8989,San Diego,CA,USA,2023-03-06
CUST-0226,Thomas,Lopez,thomas.lopez30@example.com,(243) 884-4387,Indianapolis,IN,USA,2025-07-18
CUST-0227,Barbara,Lopez,barbara.lopez50@example.com,(680) 665-1760,Los Angeles,CA,USA,2025-10-01
CUST-0228,Mary,Hernandez,mary.hernandez14@example.com,(920) 733-5480,Detroit,MI,USA,2023-09-27
CUST-0229,Andrew,Moore,andrew.moore73@example.com,(378) 585-7201,Jacksonville,FL,USA,2024-08-24
CUST-0230,Mary,Lewis,mary.lewis10@example.com,(729) 457-7165,San Diego,CA,USA,2024-06-12
CUST-0231,Matthew,Lopez,matthew.lopez45@example.com,(698) 693-1108,Indianapolis,IN,USA,2025-06-22
CUST-0232,William,Anderson,william.anderson22@example.com,(435) 278-9430,Boston,MA,USA,2023-10-15
CUST-0233,Richard,Jones,richard.jones24@example.com,(361) 570-2938,El Paso,TX,USA,2023-08-24
CUST-0234,Anthony,Sanchez,anthony.sanchez43@example.com,(937) 316-8889,El Paso,TX,USA,2024-05-05
CUST-0235,Donald,Miller,donald.miller76@example.com,(365) 862-7732,New York,NY,USA,2023-09-07
CUST-0236,John,Jones,john.jones74@example.com,(806) 364-3207,Boston,MA,USA,2024-06-08
CUST-0237,John,Lewis,john.lewis74@example.com,(350) 257-3725,Dallas,TX,USA,2025-08-02
CUST-0238,David,Taylor,david.taylor52@example.com,(813) 777-1305,Detroit,MI,USA,2025-01-15
CUST-0239,Patricia,Clark,patricia.clark37@example.com,(287) 421-8359,Washington,DC,USA,2024-04-27
CUST-0240,Jessica,Thomas,jessica.thomas22@example.com,(424) 620-3338,Denver,CO,USA,2025-04-20
CUST-0241,Elizabeth,Garcia,elizabeth.garcia80@example.com,(875) 723-5333,Philadelphia,PA,USA,2025-01-11
CUST-0242,Patricia,Hernandez,patricia.hernandez59@example.com,(810) 804-2127,San Diego,CA,USA,2024-01-23
CUST-0243,Matthew,Jones,matthew.jones14@example.com,(216) 407-9564,Indianapolis,IN,USA,2024-12-01
CUST-0244,Anthony,Clark,anthony.clark20@example.com,(820) 298-3906,San Francisco,CA,USA,2025-07-12
CUST-0245,Joshua,Martin,joshua.martin5@example.com,(744) 715-2925,Chicago,IL,USA,2024-05-08
CUST-0246,Patricia,Jones,patricia.jones78@example.com,(752) 201-8069,Indianapolis,IN,USA,2024-03-06
CUST-0247,Daniel,Ramirez,daniel.ramirez6@example.com,(914) 742-8028,San Diego,CA,USA,2025-08-18
CUST-0248,Barbara,Thomas,barbara.thomas99@example.com,(590) 558-2600,Columbus,OH,USA,2023-05-18
CUST-0249,Thomas,Thomas,thomas.thomas99@example.com,(438) 285-5641,Washington,DC,USA,2025-06-16
CUST-0250,Paul,Wilson,paul.wilson33@example.com,(393) 205-1116,Denver,CO,USA,2024-06-19
CUST-0251,Michael,Taylor,michael.taylor1@example.com,(584) 870-4365,Nashville,TN,USA,2025-04-03
